Metabolite,Median_0_1R,Median_2R_plus,median_diff,p_value,FDR
Cortisone.acetate..HILIC.,15.77389387372162,15.54955026304734,-0.22434361067428021,0.0764954035253483,0.5474302414018062
X11.Dehydrocorticosterone..HILIC.,15.613401031914343,15.118953762222432,-0.49444726969191066,0.07820432020025803,0.5474302414018062
